월,디비전,국가,거래선,모델,수량,매출,비용1,비용2,비용3,영업이익
202611,Mobile,DE,Target,Bespoke_4Door,175,364404,207728,23120,27818,127038
202506,Display,DE,Target,QLED85_Q80,164,280713,185706,13414,17989,32108
202510,Appliances,UK,Target,OLED65_G4,146,388484,225288,27639,28373,100569
202502,Appliances,US,BestBuy,Grande_Washer,466,290240,198007,74280,6329,31869
202503,TV,PL,BestBuy,Galaxy_ZFold6,311,402692,209753,56841,23874,88023
202506,Mobile,PL,Costco,OLED77_C4,472,184894,99605,5329,11627,19129
202604,TV,US,Costco,SmartMonitor_M8,184,203013,25144,24172,5670,57086
202506,Display,PL,Target,SmartMonitor_M8,398,265202,225056,76428,26775,75838
202612,Appliances,UK,Walmart,Galaxy_S24U,133,356884,128095,41572,20293,24367
202601,Mobile,US,Amazon,Bespoke_4Door,377,382536,119462,17255,15392,83504
202504,Appliances,PL,BestBuy,QLED85_Q80,42,140736,10593,27369,29040,82167
202603,Mobile,KR,Amazon,QLED85_Q80,474,366315,249812,9028,18565,99349
202506,TV,UK,Amazon,Jet_Cleaner,72,120608,164374,51828,28481,52502
202501,Display,PL,Amazon,QLED85_Q80,236,241975,129340,22212,16871,28010
202509,TV,UK,Costco,OLED65_G4,478,369225,189951,30030,12244,49054
202512,Display,US,BestBuy,QLED85_Q80,434,377056,235294,31819,19082,147930
202611,Appliances,US,Walmart,Grande_Washer,497,307645,182503,48054,1096,-7941
202511,TV,US,Walmart,NeoQLED_75,106,199304,150258,21177,11305,12951
202601,TV,PL,Walmart,QLED85_Q80,202,253818,39434,72623,8806,-3172
202501,Appliances,DE,Target,OLED77_C4,267,227933,230823,73829,22584,106933
202607,Appliances,UK,BestBuy,Grande_Washer,383,320113,156576,54532,12360,20318
202609,Appliances,PL,Costco,SmartMonitor_M8,253,302314,167066,67903,21198,-9629
202504,Mobile,UK,Costco,SmartMonitor_M8,160,459378,143888,3088,9202,-277
202505,Appliances,KR,Target,Galaxy_ZFold6,211,393845,211138,40638,5224,39306
202611,Mobile,US,Costco,OLED77_C4,220,446027,65434,57218,8465,142066
202605,Appliances,US,BestBuy,Galaxy_A55,96,129496,45178,73927,12386,132020
202505,Mobile,DE,Target,OLED65_G4,468,265465,236761,66460,22102,27534
202607,Appliances,US,Walmart,OLED77_C4,374,152585,235856,38455,24188,115735
202503,Mobile,KR,Amazon,Galaxy_S24U,291,164051,153841,26077,29028,99501
202511,Display,UK,Walmart,Galaxy_A55,478,20797,247525,43122,7288,139347
202502,Display,PL,Amazon,OLED77_C4,18,374257,116724,72183,1843,18998
202610,TV,US,BestBuy,OLED77_C4,425,418486,165685,64944,13757,141673
202602,Appliances,PL,BestBuy,Bespoke_4Door,454,192273,163161,17805,11648,68936
202506,Appliances,DE,BestBuy,OLED77_C4,106,464612,213112,28483,16257,2081
202607,Mobile,US,Costco,SmartMonitor_M8,384,365780,122065,74068,29187,97644
202501,TV,DE,BestBuy,OLED65_G4,488,379377,117516,78734,6596,108652
202507,Display,UK,Target,OLED65_G4,156,324084,41137,7837,3374,40306
202502,TV,UK,Costco,Galaxy_A55,255,204110,18225,10816,1558,34135
202612,Mobile,KR,Costco,NeoQLED_75,28,299874,159546,67940,14821,147372
202607,Appliances,US,Costco,Bespoke_4Door,170,240990,13415,47901,19790,-8402
202501,TV,PL,Costco,Jet_Cleaner,145,484002,181132,68421,27412,72272
202509,Appliances,US,Walmart,Bespoke_4Door,447,178966,80912,10015,14989,144361
202609,Display,UK,BestBuy,QLED85_Q80,426,11915,43852,16475,6374,34524
202605,Mobile,DE,Walmart,OLED65_G4,136,476097,37540,76126,27800,147157
202510,Appliances,KR,Target,OLED77_C4,44,412279,114187,56280,18869,147274
202506,TV,PL,Target,OLED_Monitor34,138,217126,43400,44831,26238,27768
202503,Mobile,DE,Walmart,Galaxy_A55,412,127972,174707,59005,2582,146504
202608,Display,PL,Target,Galaxy_A55,461,370753,237723,20916,16097,-9014
202612,TV,KR,Walmart,OLED_Monitor34,170,181036,222394,8948,12532,65150
202603,Appliances,KR,Costco,Galaxy_A55,382,365152,175076,67042,11674,141752
202609,Appliances,PL,Costco,NeoQLED_75,430,254343,132446,2552,22948,10314
202610,Mobile,UK,Amazon,OLED_Monitor34,381,338755,77612,4181,24355,33173
202608,Display,DE,Costco,Bespoke_4Door,60,391514,15426,64890,18568,144116
202506,TV,DE,Walmart,Grande_Washer,441,461912,243590,74973,6108,10978
202503,Display,US,Target,Jet_Cleaner,161,243322,149514,31115,26670,27324
202510,TV,DE,Walmart,Galaxy_A55,267,18872,234872,14253,17754,95956
202512,TV,UK,Costco,Galaxy_S24U,212,434193,112869,46407,1106,19457
202501,Mobile,UK,Amazon,Galaxy_A55,466,201311,192846,11997,1866,94317
202610,Appliances,PL,Walmart,Galaxy_A55,125,480916,75885,73848,27225,41288
202604,Appliances,US,Walmart,QLED85_Q80,203,122885,147265,60346,2750,89672
202605,Appliances,DE,Costco,OLED_Monitor34,211,40778,21803,41568,17547,37301
202510,Display,DE,BestBuy,NeoQLED_75,215,99655,41726,39811,26838,128224
202512,TV,KR,Costco,OLED_Monitor34,405,387245,204940,14464,7904,4670
202607,Mobile,PL,Costco,QLED85_Q80,338,496589,51791,49129,14464,74609
202508,Display,US,Amazon,Bespoke_4Door,61,450508,191321,42572,19352,52341
202611,TV,UK,Target,NeoQLED_75,154,224976,93990,12132,5439,52508
202508,Mobile,DE,BestBuy,OLED_Monitor34,45,42050,195759,60305,5607,87428
202510,TV,DE,BestBuy,OLED77_C4,85,227937,207147,72328,1254,93888
202510,Mobile,KR,Target,Jet_Cleaner,229,464734,127334,20456,22469,114812
202606,Display,KR,Target,Galaxy_S24U,116,302809,14379,49958,29989,145573
202510,TV,DE,Costco,OLED_Monitor34,478,218689,57493,55677,8983,15669
202507,TV,DE,Target,Jet_Cleaner,351,319490,71817,73604,14495,67892
202504,Display,KR,BestBuy,NeoQLED_75,38,65985,143073,26222,8290,69050
202501,Mobile,UK,Amazon,OLED77_C4,27,71243,198623,60232,5522,138458
202511,Appliances,DE,Walmart,Grande_Washer,444,276063,154072,10941,26945,134042
202607,Appliances,PL,Target,Jet_Cleaner,130,259783,232108,69129,13695,34861
202505,Mobile,DE,Target,SmartMonitor_M8,360,200664,143355,36977,1013,37086
202508,Mobile,PL,BestBuy,Galaxy_ZFold6,497,39551,226966,60492,19966,41627
202502,Appliances,KR,Costco,NeoQLED_75,64,235119,177204,38548,24869,100266
202502,TV,UK,Amazon,SmartMonitor_M8,460,415598,93767,7641,20897,129067
202612,Display,US,BestBuy,Galaxy_ZFold6,344,93084,249332,11435,4943,100538
202602,Appliances,US,Amazon,Jet_Cleaner,345,117051,89628,23729,27450,56844
202509,Mobile,US,Target,SmartMonitor_M8,121,172043,8541,78295,11252,132573
202510,TV,KR,Walmart,OLED65_G4,274,196596,119443,30813,12604,56840
202601,Mobile,KR,Amazon,Galaxy_A55,95,220353,70242,34669,6707,101593
202501,Appliances,DE,Walmart,OLED_Monitor34,250,200073,5389,24564,11655,87992
202602,Display,UK,BestBuy,NeoQLED_75,93,499978,111908,4754,5398,32544
202502,Display,UK,Amazon,Galaxy_S24U,356,256056,111266,21986,2179,90579
202504,TV,DE,BestBuy,NeoQLED_75,343,280430,50218,23862,14544,3227
202607,Display,UK,Target,Galaxy_S24U,99,275454,105030,35689,7515,6416
202501,Appliances,UK,Target,Galaxy_ZFold6,101,337071,138577,10604,11702,50950
202504,Appliances,DE,Amazon,OLED_Monitor34,180,322875,10944,74998,19826,88572
202511,Appliances,KR,Walmart,OLED_Monitor34,23,337033,236138,67822,9634,13254
202601,TV,US,BestBuy,Jet_Cleaner,152,101447,196289,68148,28685,77238
202606,Appliances,DE,BestBuy,Galaxy_A55,109,205845,40082,18281,13085,72823
202510,Display,DE,Costco,Bespoke_4Door,443,269094,222026,69919,26421,61482
202505,TV,US,BestBuy,Grande_Washer,117,103279,112634,78213,22885,100634
202501,Appliances,US,Amazon,OLED77_C4,426,137653,57311,29928,12928,15499
202602,Appliances,PL,Costco,Jet_Cleaner,303,230947,187458,13094,15677,122995
202604,Mobile,PL,BestBuy,QLED85_Q80,100,363409,200756,2916,27952,13235
202612,Appliances,PL,BestBuy,Galaxy_A55,491,117683,204663,18525,27782,41725
202606,TV,KR,Amazon,Galaxy_A55,449,220587,150291,30092,27022,17405
202503,Mobile,DE,BestBuy,SmartMonitor_M8,387,51924,25210,55916,15463,4604
202503,TV,PL,Amazon,OLED65_G4,73,39559,120490,7163,10441,51842
202504,Appliances,KR,Costco,Bespoke_4Door,124,492191,179189,27671,28073,22520
202507,Display,US,BestBuy,Bespoke_4Door,473,327401,158327,24710,22101,28183
202601,Mobile,PL,Costco,Galaxy_A55,333,198654,247681,59258,22053,-3680
202509,Mobile,DE,Target,OLED77_C4,10,88095,79676,62329,14946,48137
202503,Mobile,UK,BestBuy,QLED85_Q80,271,226866,239021,14519,20014,146876
202605,TV,KR,Costco,OLED77_C4,54,421220,188561,50489,22215,141446
202603,Mobile,KR,Walmart,OLED_Monitor34,410,406194,77376,54276,18678,33101
202510,Display,US,Walmart,QLED85_Q80,463,387161,228467,43203,19023,-8640
202603,Display,US,Amazon,Galaxy_ZFold6,105,495562,82104,64973,1374,76881
202501,Mobile,US,Walmart,OLED_Monitor34,245,136437,76183,33172,7405,62080
202610,TV,PL,Costco,SmartMonitor_M8,453,379166,154061,39666,14548,24508
202609,TV,US,BestBuy,SmartMonitor_M8,480,173587,221243,52104,27920,52086
202510,TV,UK,Amazon,SmartMonitor_M8,290,263566,38411,47058,23727,133063
202507,Appliances,KR,Amazon,Galaxy_A55,284,181323,68869,18030,9911,105238
202507,TV,KR,Target,OLED77_C4,232,289508,86922,62784,28738,74838
202503,TV,US,Amazon,Bespoke_4Door,15,111254,7135,46662,14978,31951
202507,Mobile,DE,Target,QLED85_Q80,244,187317,111246,51588,27352,53291
202509,Appliances,KR,Walmart,QLED85_Q80,154,179611,190168,53835,11119,70843
202508,Mobile,PL,Walmart,Bespoke_4Door,486,145089,158971,4567,14808,140652
202503,TV,DE,Walmart,OLED65_G4,365,64635,210569,77828,18858,138670
202505,TV,DE,Amazon,NeoQLED_75,239,86971,74328,18632,26095,146802
202601,Mobile,UK,Costco,Grande_Washer,365,12265,160459,11427,23802,124837
202601,Appliances,US,Target,SmartMonitor_M8,229,16090,90686,15288,23153,108553
202508,Appliances,PL,Target,OLED_Monitor34,350,454568,49810,71796,18269,54207
202606,Mobile,DE,Amazon,Galaxy_S24U,70,383781,52470,28229,12167,7713
202507,TV,DE,Costco,OLED77_C4,432,208649,90587,5201,22301,49715
202510,Appliances,US,Amazon,Galaxy_S24U,162,495741,238813,61830,25606,42027
202510,Appliances,PL,Target,SmartMonitor_M8,266,301731,42786,15293,22896,38004
202611,Display,US,Costco,SmartMonitor_M8,180,85120,227064,2375,17285,56570
202511,Mobile,PL,Walmart,NeoQLED_75,180,153878,162684,29999,26043,66921
202512,Appliances,US,Walmart,OLED65_G4,423,138345,146452,62536,18986,108672
202601,Display,US,Walmart,Galaxy_A55,200,183970,76125,49433,14152,21810
202508,Display,US,BestBuy,QLED85_Q80,478,312513,97506,11778,28139,76942
202605,Display,UK,BestBuy,NeoQLED_75,364,150710,100835,58953,4617,42440
202612,TV,US,Walmart,Grande_Washer,456,480835,177364,8997,24569,82000
202602,Mobile,DE,Target,Jet_Cleaner,45,279589,15949,11372,1970,129925
202605,Appliances,UK,Costco,OLED65_G4,80,111358,62668,18334,27642,91560
202607,Display,US,Target,Galaxy_A55,222,421243,230296,15251,10174,61379
202604,TV,PL,BestBuy,Grande_Washer,22,19012,52298,44135,18977,7528
202509,TV,KR,Costco,Galaxy_S24U,366,329033,196448,46245,14312,87709
202608,Mobile,UK,Costco,NeoQLED_75,299,237989,240700,50944,18644,26702
202510,Mobile,PL,Amazon,OLED65_G4,38,226933,161010,63392,14512,58423
202509,TV,UK,Walmart,OLED65_G4,283,289602,241366,5667,19881,28702
202501,TV,PL,Target,SmartMonitor_M8,167,117169,118152,26681,26395,125913
202612,Display,DE,Costco,Galaxy_A55,168,468248,96908,46161,29962,106806
202503,Display,PL,Costco,NeoQLED_75,93,477793,236819,5992,4695,109638
202511,Appliances,DE,Amazon,Galaxy_ZFold6,498,12683,24683,7869,27597,6656
202507,Display,PL,Walmart,NeoQLED_75,199,97786,99929,60321,9400,51337
202606,Display,UK,Walmart,SmartMonitor_M8,376,122367,29669,75689,12020,133265
202601,Display,KR,BestBuy,SmartMonitor_M8,435,192307,82658,41796,20288,63574
202611,Appliances,UK,Target,Grande_Washer,234,117269,132675,79002,23100,55169
202611,Appliances,DE,Target,OLED_Monitor34,385,155003,7186,34812,9425,68461
202606,Appliances,PL,Amazon,Grande_Washer,180,434836,162808,14966,27647,125449
202604,Appliances,PL,Amazon,OLED65_G4,478,37903,140327,66830,4274,96904
202612,Display,PL,Amazon,OLED_Monitor34,84,77934,35023,24766,29256,52433
202604,Mobile,KR,Walmart,Grande_Washer,231,139415,190112,23411,16213,51898
202609,Appliances,UK,Costco,QLED85_Q80,329,332520,169045,20505,12171,49440
202510,Appliances,UK,Costco,Grande_Washer,225,137799,64281,53864,19537,-8141
202509,Appliances,PL,Costco,OLED_Monitor34,19,267181,242409,18983,4042,22312
202508,Display,PL,Target,NeoQLED_75,233,474051,60796,12031,15865,89090
202607,TV,PL,Costco,Jet_Cleaner,118,86396,240499,54132,22646,13723
202503,Display,UK,Target,OLED_Monitor34,232,319921,79571,69487,26764,138531
202612,Appliances,KR,BestBuy,Galaxy_S24U,467,234316,11784,39149,20370,134547
202509,Display,PL,BestBuy,SmartMonitor_M8,462,125207,197057,30651,22698,23646
202502,Mobile,PL,Costco,Jet_Cleaner,254,342050,90085,28590,12900,17393
202607,Display,KR,BestBuy,OLED77_C4,73,498994,196645,11282,1892,96823
202508,TV,KR,Amazon,Galaxy_S24U,237,100767,154259,53290,13145,57618
202606,TV,PL,BestBuy,SmartMonitor_M8,102,26207,208841,13624,5562,105689
202508,Appliances,DE,Amazon,Galaxy_S24U,484,428495,134385,68142,11848,-8228
202505,TV,KR,BestBuy,OLED77_C4,337,397157,189107,19113,11804,58421
202506,Appliances,KR,Costco,NeoQLED_75,384,234721,77528,76069,10573,8120
202510,Display,UK,Costco,Galaxy_S24U,108,103157,192862,45919,24889,130066
202603,Display,US,Amazon,Galaxy_ZFold6,340,239962,157874,47121,29251,124750
202504,Appliances,PL,BestBuy,Galaxy_S24U,251,164013,105058,38955,20966,26252
202503,Appliances,US,Amazon,Grande_Washer,441,38932,234823,17906,2026,127493
202612,Display,US,Amazon,Bespoke_4Door,130,56006,9698,37726,1103,110494
202509,Mobile,PL,Walmart,QLED85_Q80,170,167592,122695,16923,5225,84566
202604,TV,UK,Walmart,Galaxy_A55,414,191985,153466,57599,1481,11933
202604,TV,KR,Amazon,Grande_Washer,349,145622,97150,76667,9999,56921
202603,TV,UK,Target,SmartMonitor_M8,401,290088,136013,20607,7029,8982
202612,TV,UK,Costco,Galaxy_ZFold6,320,423362,213138,27767,10050,3298
202509,Display,PL,Costco,Jet_Cleaner,452,225904,116520,24406,3069,48099
202605,TV,DE,Costco,OLED_Monitor34,264,22636,217159,62603,23775,75571
202609,Display,KR,Costco,Galaxy_A55,359,345727,160077,70598,5742,77907
202512,Appliances,KR,Walmart,Galaxy_ZFold6,159,27529,48263,56968,26118,35480
202611,Display,PL,Walmart,Galaxy_A55,311,231407,58245,6134,22409,59290
202508,Appliances,DE,Amazon,OLED65_G4,244,29063,218115,40416,12026,130317
202602,Appliances,DE,Target,Jet_Cleaner,367,50263,95660,71634,18301,-4530
202606,Mobile,US,Amazon,QLED85_Q80,497,56140,43399,59567,29926,-7660
202512,Mobile,US,Target,OLED_Monitor34,392,387000,70459,48030,6132,79747
202602,Mobile,UK,BestBuy,Galaxy_ZFold6,85,188589,208959,8143,18731,109994
202608,Mobile,KR,Target,Galaxy_A55,19,450546,30683,22465,21844,29843
202611,TV,KR,Target,SmartMonitor_M8,411,76696,73467,61195,7373,87127
202505,Mobile,KR,Costco,QLED85_Q80,146,42502,7142,9126,24963,48753
202501,TV,UK,Target,QLED85_Q80,11,92105,191573,49253,3589,-839
202601,TV,DE,Target,Galaxy_ZFold6,367,13446,15358,61518,16686,137078
202602,TV,DE,Target,OLED77_C4,58,450734,91136,42637,9536,111834
202502,Appliances,KR,Costco,Galaxy_ZFold6,16,36843,43386,10910,3246,85649
202604,Appliances,DE,Costco,QLED85_Q80,88,479389,117830,62598,27365,103715
202505,TV,KR,Amazon,NeoQLED_75,152,52042,66894,51887,26976,23138
202610,Mobile,DE,Walmart,QLED85_Q80,170,414256,98931,73561,7136,144612
202501,TV,PL,Costco,QLED85_Q80,79,437111,49627,72040,10354,75024
202512,Appliances,US,Walmart,OLED77_C4,314,314271,26773,54411,27044,123251
202607,Mobile,PL,Costco,Jet_Cleaner,258,224904,118104,27751,8034,133730
202610,Appliances,US,Amazon,SmartMonitor_M8,51,256274,175464,64225,27153,57184
202610,Mobile,DE,Target,Galaxy_ZFold6,393,257786,104066,21932,3890,5468
202611,Appliances,PL,BestBuy,Galaxy_S24U,418,219994,112742,50743,9669,148859
202510,TV,KR,Costco,Galaxy_ZFold6,207,415119,181795,57602,19462,71981
202512,Display,PL,Amazon,OLED_Monitor34,218,70854,213588,57651,28344,41009
202607,Display,DE,BestBuy,OLED77_C4,98,329086,80347,14408,12903,96615
202604,Appliances,DE,BestBuy,Galaxy_ZFold6,310,449424,70407,60041,23114,137826
202605,Mobile,US,Target,Bespoke_4Door,99,492536,168533,72291,1653,55823
202601,Appliances,PL,Target,OLED77_C4,131,415483,144972,2342,19397,28434
202507,Display,DE,Target,SmartMonitor_M8,254,123482,193389,63484,19487,-7165
202503,Mobile,PL,Costco,Galaxy_A55,17,91013,80819,4734,28241,134694
202505,Appliances,UK,Target,Galaxy_ZFold6,225,117127,148548,75211,2186,-7469
202504,Display,DE,Amazon,QLED85_Q80,385,180603,101694,45681,18063,105874
202603,Appliances,US,Target,Galaxy_S24U,416,148106,219504,9017,4560,106905
202605,TV,US,Costco,Grande_Washer,379,336566,148102,42618,12496,17301
202512,Mobile,KR,Costco,QLED85_Q80,161,286777,58505,5355,7383,95213
202611,Mobile,DE,Walmart,Jet_Cleaner,114,117364,164132,43605,25596,119813
202602,TV,KR,BestBuy,OLED_Monitor34,468,329918,37288,47557,2300,113060
202504,Display,US,Target,SmartMonitor_M8,251,370928,108664,2112,22561,40733
202605,Appliances,DE,BestBuy,Jet_Cleaner,472,277247,43507,55937,21066,75899
202511,Display,UK,Costco,SmartMonitor_M8,16,333289,12229,67948,25143,2360
202506,Mobile,PL,Amazon,OLED_Monitor34,224,35690,30510,24976,17288,58486
202504,Display,DE,Target,Bespoke_4Door,89,116849,241220,6175,6359,6856
202601,Mobile,KR,BestBuy,Grande_Washer,378,299187,125558,45738,5007,10279
202608,Mobile,DE,Walmart,OLED65_G4,468,206376,92892,30098,24281,38074
202603,TV,US,Costco,Bespoke_4Door,363,372071,41764,66442,13346,140270
202606,TV,US,Amazon,Galaxy_S24U,408,448234,142143,58537,9025,86188
202605,Mobile,US,BestBuy,SmartMonitor_M8,364,338833,237427,42746,22196,1258
202607,Appliances,PL,Amazon,OLED65_G4,163,453714,183736,29799,2276,-8022
202510,Appliances,DE,Costco,OLED77_C4,178,123011,62927,23163,19795,72055
202505,TV,US,Amazon,QLED85_Q80,244,396887,80597,33248,21210,33948
202512,Appliances,US,Amazon,Bespoke_4Door,166,439370,21123,23762,16011,122423
202603,TV,UK,Walmart,Galaxy_ZFold6,347,439667,206418,11063,26628,-4828
202611,Mobile,US,BestBuy,OLED77_C4,68,128388,181094,12538,4014,20814
202504,Mobile,KR,BestBuy,OLED77_C4,47,477172,177289,53977,27910,67827
202508,Mobile,US,BestBuy,OLED77_C4,19,111706,6582,30967,8049,111199
202608,TV,KR,BestBuy,Bespoke_4Door,87,154041,138786,64961,1651,10922
202610,Appliances,PL,BestBuy,Galaxy_A55,399,57829,58765,29667,1342,44812
202605,Mobile,PL,Costco,Galaxy_S24U,128,450027,73374,46161,9518,40283
202506,Display,DE,Costco,OLED77_C4,468,277317,62209,44802,19717,102559
202604,Appliances,UK,Walmart,Jet_Cleaner,254,454043,68594,72354,28071,3995
202505,Appliances,DE,Amazon,Galaxy_ZFold6,322,82898,144836,22601,6539,-2374
202602,TV,US,Costco,OLED65_G4,154,303544,218661,59023,27444,97453
202502,TV,PL,Walmart,Bespoke_4Door,474,331970,180228,5098,10764,10195
202605,Appliances,KR,Costco,QLED85_Q80,384,98660,196203,76330,23977,109458
202506,Appliances,DE,Walmart,OLED77_C4,188,446804,6001,24599,9486,123459
202511,Mobile,PL,BestBuy,Galaxy_A55,223,406974,233712,38136,8499,85666
202502,Mobile,KR,Amazon,NeoQLED_75,327,237339,201874,31349,26049,126798
202501,Display,KR,Target,NeoQLED_75,191,479582,106872,79428,6317,37014
202505,Mobile,US,Costco,Galaxy_A55,135,354989,108029,76285,21196,46567
202508,Appliances,DE,Amazon,OLED_Monitor34,348,366582,127834,42530,8338,5959
202504,TV,KR,Target,NeoQLED_75,79,194710,86470,45787,26638,81335
202607,Display,PL,Walmart,SmartMonitor_M8,342,33199,46759,46729,21610,131036
202505,Appliances,DE,Amazon,OLED_Monitor34,257,263004,196151,62296,21825,85031
202505,Display,US,Costco,QLED85_Q80,385,103955,72393,22486,7562,100110
202612,Display,US,Costco,SmartMonitor_M8,327,137904,80196,27359,1112,50518
202604,Display,PL,Costco,Galaxy_S24U,327,44212,7661,79826,3971,103127
202610,Mobile,KR,BestBuy,OLED65_G4,120,217817,241927,28264,11515,19871
202606,Mobile,US,Costco,OLED_Monitor34,490,110834,94644,55866,6793,20161
202511,TV,US,Costco,NeoQLED_75,364,405267,248053,79455,29221,64659
202605,Appliances,KR,Costco,Galaxy_S24U,359,173854,23626,71490,21490,5884
202503,Display,KR,Costco,Galaxy_S24U,300,479398,108700,54509,3313,17574
202606,Mobile,KR,Costco,Bespoke_4Door,438,339824,18404,34444,2730,15995
202504,TV,UK,Walmart,Bespoke_4Door,301,219192,233527,34354,12994,133568
202607,Mobile,UK,Costco,Galaxy_A55,152,76188,132968,4550,12816,141175
202509,TV,KR,BestBuy,OLED65_G4,304,89904,216444,34271,19488,30516
202505,Appliances,KR,Costco,OLED77_C4,19,99368,100391,19927,9426,2977
202504,Display,PL,Walmart,Galaxy_A55,80,289082,244008,8614,17883,30236
202604,TV,US,BestBuy,Galaxy_ZFold6,309,477457,201521,71050,21618,-124
202510,Display,DE,Walmart,OLED77_C4,196,315238,223229,63951,25977,61618
202509,Appliances,UK,Target,OLED_Monitor34,430,205232,244124,41485,13386,17904
202604,Appliances,UK,Amazon,Grande_Washer,66,65830,161834,32770,9891,2233
202608,Mobile,KR,Target,Bespoke_4Door,379,288532,218808,49807,28350,63745
202610,Appliances,KR,Target,NeoQLED_75,125,327516,188370,74116,20629,141146
202605,Display,KR,BestBuy,OLED77_C4,205,269585,235602,79126,5617,13864
202606,Mobile,DE,Amazon,Galaxy_ZFold6,21,356611,98205,62730,2985,119993
202603,Display,UK,Amazon,OLED77_C4,182,293001,152202,60686,13253,124586
202608,Mobile,DE,Target,OLED_Monitor34,370,365893,73449,31316,25580,47469
202509,Display,US,Amazon,Galaxy_ZFold6,370,120374,89048,34492,25923,39453
202506,Appliances,DE,Target,NeoQLED_75,399,223264,49238,64150,10032,76910
202506,TV,PL,Amazon,Grande_Washer,364,476536,107404,40542,13368,44642
202511,Appliances,UK,Walmart,NeoQLED_75,46,486440,169510,2763,11619,140145
202608,Display,DE,Walmart,Bespoke_4Door,381,370544,244413,67012,20060,96162
202503,Appliances,UK,Target,SmartMonitor_M8,482,240461,221125,26343,10065,122715
202611,TV,KR,Costco,Galaxy_A55,110,217580,180851,21879,12991,42415
202512,Display,DE,Target,SmartMonitor_M8,154,496663,221552,36632,11902,-6651
202603,Display,UK,Walmart,Grande_Washer,446,235921,119043,41717,7723,100479
202507,Mobile,DE,BestBuy,Galaxy_ZFold6,41,61038,111143,30454,20828,33034
202610,Mobile,DE,Costco,Jet_Cleaner,440,149225,130756,32142,25752,53814
202606,Appliances,DE,Amazon,Galaxy_A55,262,98334,50730,32976,11402,76846
202610,TV,PL,BestBuy,OLED77_C4,64,92185,87342,25037,2898,131585
202603,TV,PL,BestBuy,OLED77_C4,21,135029,223611,71359,19583,110650
202508,TV,DE,Amazon,Grande_Washer,80,103525,245513,27054,3635,129862
202610,TV,DE,Target,Jet_Cleaner,162,40369,209684,24483,1156,24014
202509,Display,UK,Walmart,Galaxy_ZFold6,86,268154,194361,6317,3469,109467
202603,Appliances,KR,Costco,Jet_Cleaner,222,293647,88240,13560,12375,37310
202604,Display,US,Walmart,NeoQLED_75,78,219484,149019,24620,4000,139699
202608,Appliances,KR,Costco,Galaxy_S24U,243,313070,121222,21192,6025,70617
202503,Mobile,UK,Walmart,Bespoke_4Door,135,107714,223647,59455,18157,127263
202505,TV,PL,Walmart,OLED65_G4,211,398198,104851,40537,24255,131274
202503,Appliances,UK,Target,Bespoke_4Door,11,437708,227561,5042,13529,20742
202502,Display,UK,Target,OLED_Monitor34,239,69197,247672,37767,1682,99509
202502,Display,US,Amazon,Grande_Washer,237,463890,109192,59949,10854,131487
202504,Display,KR,BestBuy,SmartMonitor_M8,217,171749,102622,63927,2680,73930
202503,Display,PL,Target,OLED77_C4,463,291487,172959,77048,29757,136356
202509,Appliances,UK,Costco,Galaxy_S24U,136,173898,71264,27738,29813,96669
202611,TV,US,Costco,QLED85_Q80,204,27373,184350,25722,28246,42374
202610,Display,UK,Walmart,OLED_Monitor34,320,306244,201409,38803,3032,66594
202512,TV,UK,BestBuy,OLED77_C4,150,235527,160667,39915,1612,82496
202612,Mobile,KR,Walmart,Jet_Cleaner,128,116267,239431,78671,11209,86888
202509,TV,KR,BestBuy,NeoQLED_75,340,112439,136246,64789,26959,100041
202607,Mobile,US,Walmart,OLED_Monitor34,139,298682,129543,21224,3525,123574
202512,Mobile,UK,BestBuy,QLED85_Q80,21,57032,162116,2760,24759,128573
202604,TV,UK,Target,Bespoke_4Door,29,229105,103690,4127,18406,133708
202611,TV,UK,Target,Grande_Washer,291,481925,121431,27957,16600,112128
202501,Appliances,DE,Target,Galaxy_A55,398,457726,34758,52191,26089,27393
202510,Display,DE,Target,QLED85_Q80,317,228456,165107,61579,17474,95042
202611,TV,UK,Amazon,Galaxy_ZFold6,150,350321,178840,23396,17145,58103
202510,TV,KR,Costco,SmartMonitor_M8,57,454068,26238,65682,6270,109582
202504,Mobile,US,Target,QLED85_Q80,472,349835,233338,19048,3996,101626
202511,TV,KR,Target,Jet_Cleaner,182,308753,225998,52365,5687,65288
202610,Display,US,Amazon,OLED_Monitor34,75,237853,104861,40355,11436,41156
202511,Appliances,PL,Costco,QLED85_Q80,347,396157,39054,74055,18111,75658
202511,Display,UK,Walmart,NeoQLED_75,103,173666,70085,55512,28160,127678
202610,Display,UK,Costco,Galaxy_ZFold6,123,432508,227448,12004,25073,17857
202506,Appliances,DE,BestBuy,Galaxy_ZFold6,203,83453,227244,51036,5453,79109
202603,TV,PL,Walmart,SmartMonitor_M8,201,77150,171039,62980,10065,148518
202502,TV,DE,Walmart,OLED_Monitor34,409,452446,140815,10622,10288,140453
202609,Mobile,KR,BestBuy,Galaxy_S24U,317,258229,155843,27569,25932,100542
202611,TV,DE,Target,QLED85_Q80,200,242063,182416,78351,29178,-1970
202610,Mobile,US,Costco,Galaxy_ZFold6,83,443892,85192,18184,18367,85388
202503,TV,UK,BestBuy,QLED85_Q80,235,155443,20240,24846,28607,104112
202505,Mobile,KR,Costco,Grande_Washer,223,77765,90495,69191,2862,146753
